,원문,번역문
128,도 문화의전당은 전문성 확보 및 쇄신차원에서 지난 8월 16일 임명된 조재현 이사장과 더불어 예술전반에 걸쳐 실무 및 행정 경험이 풍부한 ‘손혜리’ 씨에게 사장직을 맡기기로 결정했다고 31일 밝혔다.,"The provincial Culture Hall announced on the 31st that it has decided to leave the post of president to Son Hye-ri, who has extensive working and administrative experience throughout art, along with Chairman Cho Jae-hyun, who was appointed on Aug. 16 in a bid to secure expertise and reform."
129,우리가 조사하는 지역의 자료가 전혀 없어요.,There is no data about the area we're searching for.
130,짐이 많으시면 일반 택시 말고 리무진을 불러 드릴까요?,If you have a lot of luggage would you like me to call a limousine instead of a regular cab?
131,성서가 기록된 2000년 전이나 밀레가 이 그림을 그리던 150년 전이나 똑같이 지금도 빈부격차가 크고 가난한 사람들은 고통당한다.,"As same as 2000 years ago when the Bible was written and 150 years ago Millet drew this picture, the gap between the rich and the poor is large and the poor suffer."
132,"공보관실 운영비를 유용한 혐의에서도 양 전 대법원장 명의로 격려금이 지급된 것으로 검찰조사 결과 드러났으며, 대한변호사협회 압박 의혹에도 양 전 대법원장이 직접 행동한 정황도 나타났다.","A prosecution investigation found that a encouragement fund was given in the name of Yang, former chief of justice, even in the charge of misappropriating the operating expenses of the public information office, and it also showed that former chief of justice Yang directly engaged in the allegations of pressuring the Korean Bar Association."
133,랭스는 하위 3위 팀보다 승점이 2점 앞서고 있을 뿐입니다.,Lance is just 2 points ahead of the bottom 3rd team.
134,"나는 사람들이 적당히 있고 도시에 사는 걸 좋아하는데, 부산과 달리 서울은 사람이 너무 많아.","I like living in cities with a moderate number of people, but unlike Busan, Seoul has too many people."
135,김무성·장제원 등 당내 의원은 물론 보수 시민단체까지 질타에 나서는 등 여론이 악화되자 김병준 비대위원장은 뒤늦게 진상파악을 지시했다.,"As public opinion worsened, such as criticism not only of lawmakers in the party, including Kim Moo-sung and Jang Je-won, but also of conservative civic groups, Kim Byung-joon, the chairman of the emergency countermeasure committee, belatedly instructed a truth-finding belatedly."
136,"나는 오늘 일어나서 밥 먹었는데, 다시 잤어.",Today's weather forecast was wrong.
137,전 그녀의 작은 글씨를 읽을 수가 없어요.,I couldn't read her small script.
138,B제품 패키지에는 A제품을 포함합니다.,B product package includes A product.
139,야무지게 휜 매의 부리가 무기처럼 단단해 보인다.,The hawk's firm beak looks like a weapon.
140,나는 일 끝내고 인제야 집에 들어왔어.,I just got back home after work.
141,새치기하지 마시고 줄 뒤로 가서 서세요.,Don't cut in line and get in the back of the line.
142,"라마단 기간 동안에는 해가 떠있는 시간동안 음식을 먹을 수 없었기 때문에, 하나의 큰 축제인 하리라야를 맞아 대규모로 다양한 음식을 파는 모습도 곳곳마다 볼 수 있다.","During the time of Ramadan, during the time the sun is up, people are unable to eat food, so it is also common to see a large variety of food being sold at a large festival called Hari Raya."
143,이 조례는 강원도 건설산업의 활성화를 촉진하기 위해 필요한 사항을 규정함으로써 지역경제 발전에 이바지함을 목적으로 한다.,The purpose of this Ordinance is to contribute to the regional economic development by prescribing matters necessary to promote the vitalization of the construction industry of Gangwon-do.
144,아이돌샌드위치보다 판매 수량이 많은 상품들 모두 가격이 1000원대로 매출액 기준으로는 2200원에 판매하는아이돌샌드위치가 전체 상품 중 1위를 차지했다.,"Idol Sandwich, which sells at a price of 1,000 won and sells at 2,200 won, was ranked first among all products."
145,서울이랜드가 1일 잠실올림픽주경기장(레울파크)에서 열린 광주FC와의 하나원큐 K리그2 2019 개막전에서 전반 4분과 9분 펠리페와 여름에게 연속골을 내주면서 0-2로 패했다.,"In the opening match of the Hana 1Q K League 2 2019 against Gwangju FC at Jamsil Olympic Main Stadium on the 1st, the team lost 0-2 as Felipe and Summer from the opponent team scored consecutive goals in the fourth and ninth minutes of the first half."
146,무엇보다 이번 예선전은 헝가리 내 K-pop 팬들이 한자리에 모일 수 있는 의미 있는 자리였다.,"Most of all, this preliminary match was a meaningful place for K-pop fans in Hungary to gather together."
147,남씨는 “전남도청 앞 당시 노동청 건너편에 떠있던 헬기에서 불을 뿜었는데 순식간에 몇 사람이 쓰러졌다”고 말했다.,"Nam said, ""A helicopter floating across the Labor Office in front of the Jeonnam-do Provincial Government office building blasted away, and several people collapsed in a moment."""
148,"중국 컨소시엄이 인수한 피레우스 항구는 화물 입항, 출항 규모를 인수 전 대비 4배 이상 높였다.","The port of Piraeus, which was acquired by a Chinese consortium, has more than quadrupled the size of its cargo entry and departure from the port."
149,김정규 국립생태원 생태조사평가본부장은 “비무장지대 일원이 전 세계적으로도 중요한 생물보호지역이 될 수 있도록 생태계 기초자료를 지속적으로 확보할 계획”이라고 밝혔다.,"Kim Jeong-gyu, director of the Ecological Research Evaluation Division of the National Institute of Ecology, said, “We will continue to secure basic ecosystem data so that area of the Demilitarized Zone can be an important life conservation area worldwide.”"
150,이렇게 애쓰신 것에 대해 저는 도지사로서 많은 예산을 지원해야했는데 부족한 점이 많다.,"I had to provide a lot of money as governor of the province for this effort, but I have a lot to lose."
151,김 연구원은 “국민연금은 상반기 국내 증시가 부진했지만 국내채권과 해외주식에서 수익이 발생하면서 6개월 누적 0.9%의 수익률을 기록했다”고 말했다.,"Researcher Kim said, “The National Pension Service recorded a six-month cumulative 0.9% return due to profits from domestic bonds and overseas stocks despite weak domestic stocks in the first half."""
152,한국사회가 글로벌화되면서 독자들 나이는 어려졌고 요구는 다양해졌다.,"As Korean society became globalized, readers became younger and their demands are diversified."
153,내가 먼저 그것을 줄 수는 없습니다.,I can't give it first.
154,정부는 이들 농가가 27일까지 어떤 식으로 적법화하겠다는 이행계획서를 내면 이를 분석·평가해 이행기간을 1년 또는 1년 이상 연장하게 된다.,"The government analyzes and evaluates these farmhouses' plans to legalize them by the 27th, and extends the implementation period by one year or more."
155,국내 조선사들이 드디어 긴 불황의 터널에서 벗어날 조짐이라는 기대감이 크지만 일각에서는 반짝 상승이라는 불안감도 여전하다.,There is a great expectation that Korean shipbuilders will finally get out of the long recession tunnel but there are also concerns that it is only temporary rise.
156,김용태 자유한국당 사무총장이 서울교통공사 채용 비리와 관련해 기자간담회를 열고 박원순 서울시장이 직을 걸고 물러나야 한다고 주장했다.,"Kim Yong-tae, secretary-general of the Liberty Korea Party, held a press conference regarding the Seoul Metro hiring scandal and argued that Seoul Mayor Park Won-soon should step down from his post."
