NO,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROI
1,삼성전자,65100,하락400,-0.61%,100,3886328,5969783,51.58,2775710,8.08,17.07
2,LG에너지솔루션,579000,하락3000,-0.52%,500,1354860,234000,5.39,71347,175.19,5.75
3,SK하이닉스,87100,하락1100,-1.25%,5000,634090,728002,49.52,434187,28.44,3.56
4,LG화학,797000,상승7000,+0.89%,5000,562621,70592,48.28,81396,33.81,6.95
5,삼성바이오로직스,787000,하락1000,-0.13%,2500,560139,71174,10.66,15996,68.97,11.42
6,삼성SDI,756000,하락2000,-0.26%,5000,519860,68765,49.58,45976,27.26,12.52
7,삼성전자우,55000,하락500,-0.90%,100,452588,822887,71.81,186180,6.83,N/A
8,현대차,194000,상승400,+0.21%,5000,410371,211532,31.34,116059,7.30,9.36
9,POSCO홀딩스,414500,상승2500,+0.61%,5000,350548,84571,40.84,450367,11.37,6.11
10,기아,84900,하락500,-0.59%,5000,344153,405363,37.01,346125,6.36,14.57
11,포스코퓨처엠,414500,상승500,+0.12%,500,321085,77463,8.42,471348,271.45,4.87
12,NAVER,192100,상승700,+0.37%,100,315138,164049,47.31,173141,41.45,3.29
13,카카오,58400,하락200,-0.34%,100,260264,445657,26.13,350282,19.23,13.54
14,셀트리온,170400,상승100,+0.06%,1000,239956,140819,20.41,87504,46.34,13.35
15,현대모비스,229000,상승2000,+0.88%,5000,215913,94285,36.88,44246,8.71,6.80
16,KB금융,50100,상승650,+1.31%,5000,204857,408897,71.69,329951,4.69,9.17
17,삼성물산,108000,하락300,-0.28%,100,201838,186887,17.64,37569,9.96,7.16
18,LG전자,112400,하락500,-0.44%,5000,183940,163648,28.29,134328,16.99,6.61
19,신한지주,35800,상승150,+0.42%,5000,180829,505108,62.41,212976,4.10,9.70
20,SK이노베이션,187100,하락400,-0.21%,5000,173003,92466,23.95,103361,11.17,8.49
21,LG,90600,하락1100,-1.20%,5000,142515,157301,35.74,31451,7.34,8.48
22,삼성생명,65400,상승200,+0.31%,500,130800,200000,15.57,29889,8.26,5.73
23,하나금융지주,42250,상승50,+0.12%,5000,125019,295903,70.98,157716,3.54,10.06
24,SK,169400,하락1100,-0.65%,200,123998,73198,23.38,26110,11.52,5.13
25,한국전력,18750,상승30,+0.16%,5000,120368,641964,14.49,240469,-0.49,-46.91
26,두산에너빌리티,18760,상승220,+1.19%,5000,119747,638308,13.00,3124437,-15.04,-11.70
27,KT&G,86100,하락100,-0.12%,5000,118209,137292,44.40,44012,11.64,11.00
28,카카오뱅크,23500,상승100,+0.43%,5000,112040,476767,13.49,183013,42.50,4.68
29,삼성전기,145100,하락1200,-0.82%,5000,108381,74694,29.74,56649,11.48,13.76
30,고려아연,543000,하락11000,-1.99%,5000,107857,19863,21.84,12675,13.38,9.38
31,HMM,22000,상승350,+1.62%,5000,107589,489039,11.15,724807,1.07,64.98
32,SK텔레콤,48250,하락300,-0.62%,100,105587,218833,44.20,56954,11.57,7.97
33,LG생활건강,670000,하락4000,-0.59%,5000,104642,15618,34.88,8352,50.18,4.41
34,하이브,246000,하락5500,-2.19%,500,101729,41353,17.48,81296,194.47,1.87
35,삼성화재,214000,상승1500,+0.71%,500,101382,47375,51.99,10013,8.45,9.70
36,HD현대중공업,111800,상승1800,+1.64%,5000,99248,88773,6.39,51882,-28.19,-6.47
37,크래프톤,195300,상승2900,+1.51%,100,96160,49237,30.58,37974,19.16,10.29
38,한화솔루션,53700,하락500,-0.92%,5000,92306,171893,24.66,373463,28.81,4.21
39,삼성에스디에스,118400,상승400,+0.34%,500,91615,77378,15.48,21669,8.33,14.23
40,S-Oil,78900,하락1100,-1.37%,2500,88828,112583,79.83,109765,4.37,27.20
41,대한항공,23850,상승400,+1.71%,5000,87821,368221,15.25,622979,4.97,21.95
42,우리금융지주,11700,하락40,-0.34%,5000,85183,728061,39.86,477857,2.71,11.51
43,엔씨소프트,372000,하락2000,-0.53%,500,81669,21954,45.39,22552,18.74,13.73
44,기업은행,10190,상승10,+0.10%,5000,81258,797426,13.88,235847,2.93,9.85
45,아모레퍼시픽,138400,하락3500,-2.47%,500,80954,58493,25.11,63081,71.08,2.81
46,KT,30450,하락200,-0.65%,5000,79509,261112,40.51,166310,6.30,7.99
47,카카오페이,56500,0,0.00%,500,75656,133905,43.44,49352,138.82,3.08
48,롯데케미칼,176600,하락600,-0.34%,5000,75541,42775,24.07,17401,103.34,0.43
49,메리츠금융지주,42700,하락200,-0.47%,500,73268,171589,12.91,58251,5.24,30.32
50,KODEX 200,33795,하락55,-0.16%,0,62284,184300,3.85,515890,N/A,N/A
51,현대글로비스,166000,상승600,+0.36%,500,62250,37500,47.11,20983,5.23,18.78
52,SK아이이테크놀로지,87300,하락3200,-3.54%,1000,62243,71298,7.24,344397,-209.86,-1.35
53,한국조선해양,85900,상승600,+0.70%,5000,60794,70773,20.63,38845,-28.03,-2.22
54,LG이노텍,255500,하락3000,-1.16%,5000,60469,23667,21.05,29636,6.17,25.85
55,SK바이오사이언스,76900,상승100,+0.13%,500,59047,76784,3.91,112084,48.18,N/A
56,삼성엔지니어링,30100,0,0.00%,5000,58996,196000,46.69,118555,8.87,28.32
57,DB손해보험,82800,상승400,+0.49%,500,58622,70800,44.07,24238,5.96,16.45
58,LG디스플레이,16020,하락60,-0.37%,5000,57322,357816,20.10,289269,-1.87,-26.71
59,SK스퀘어,40450,하락300,-0.74%,100,57224,141468,42.23,47466,22.03,1.55
60,오리온,143900,하락100,-0.07%,500,56892,39536,41.43,19317,14.50,16.47
61,한국항공우주,57900,상승2400,+4.32%,5000,56438,97475,26.95,988165,47.65,8.78
62,코스모신소재,183600,상승3400,+1.89%,1000,56275,30651,7.06,158178,201.54,12.13
63,넷마블,65400,하락2600,-3.82%,100,56214,85954,22.38,88300,-6.86,-14.56
64,F&F,145700,상승200,+0.14%,100,55813,38307,12.40,17146,12.63,60.40
65,한화에어로스페이스,110000,상승1700,+1.57%,5000,55693,50630,33.49,236453,27.73,6.98
66,SK바이오팜,70900,상승400,+0.57%,500,55524,78313,6.57,30723,-39.83,-36.66
67,포스코인터내셔널,31300,상승50,+0.16%,5000,55064,175923,5.12,173371,6.55,15.79
68,삼성중공업,5790,상승30,+0.52%,1000,50952,880000,15.82,1320307,-8.22,-16.08
69,맥쿼리인프라,12410,상승10,+0.08%,0,50241,404846,13.82,39047,N/A,N/A
70,현대제철,37400,상승250,+0.67%,5000,49909,133446,24.55,129931,4.90,5.56
71,한온시스템,9230,하락150,-1.60%,100,49270,533800,16.42,124114,242.89,0.89
72,LG유플러스,11240,하락50,-0.44%,5000,49075,436611,38.92,71477,7.40,8.37
73,CJ제일제당,320000,상승2000,+0.63%,5000,48173,15054,24.41,5344,8.80,9.26
74,TIGER CD금리투자KIS(합성),52235,상승15,+0.03%,0,47771,91454,0.00,22245,N/A,N/A
75,두산밥캣,47650,하락50,-0.10%,500,47769,100249,34.82,38033,7.42,13.78
76,HD현대,60300,상승500,+0.84%,1000,47633,78993,18.79,19793,3.38,20.43
77,현대건설,39900,상승450,+1.14%,5000,44431,111356,24.86,80352,10.97,5.49
78,한국타이어앤테크놀로지,35850,하락250,-0.69%,500,44409,123875,37.61,27583,6.43,8.14
79,유한양행,56100,하락300,-0.53%,1000,42994,76639,20.07,30614,45.87,4.86
80,미래에셋증권,7000,하락30,-0.43%,5000,42372,605316,13.03,96144,8.43,6.17
81,강원랜드,19580,0,0.00%,500,41890,213940,17.93,92891,36.26,3.47
82,SKC,108500,하락400,-0.37%,5000,41087,37868,11.62,40363,-60.11,-3.67
83,금양,70400,상승700,+1.00%,500,40867,58050,5.05,886961,-128.23,-24.34
84,금호석유,138500,상승200,+0.14%,5000,40600,29314,21.27,8623,4.47,19.11
85,한미약품,317500,상승1000,+0.32%,2500,39885,12562,16.96,9665,48.17,9.89
86,코웨이,52100,상승400,+0.77%,500,38450,73800,61.37,18988,8.39,21.72
87,GS,40600,하락300,-0.73%,5000,37724,92915,25.04,23481,1.79,18.86
88,메리츠증권,6100,0,0.00%,1000,36184,593181,14.58,0,5.11,15.26
89,현대차2우B,100100,하락100,-0.10%,5000,36157,36121,62.96,6612,3.76,N/A
90,삼성카드,30550,상승200,+0.66%,5000,35395,115859,6.70,12992,5.69,8.08
91,KODEX KOFR금리액티브(합성),102725,상승5,0.00%,0,35319,34382,0.00,58253,N/A,N/A
92,아모레G,41500,하락1050,-2.47%,500,34220,82458,10.12,51824,64.04,1.87
93,호텔신라,86500,0,0.00%,5000,33950,39248,20.27,40142,-68.98,-8.99
94,현대로템,30900,상승2500,+8.80%,5000,33725,109142,10.94,6285501,17.05,14.06
95,팬오션,6220,하락10,-0.16%,1000,33250,534570,14.83,473597,4.91,16.74
96,현대오토에버,120800,하락2000,-1.63%,500,33128,27424,3.56,8932,29.08,8.00
97,CJ,112200,하락500,-0.44%,5000,32737,29177,19.11,30959,19.80,3.94
98,현대해상,36350,하락300,-0.82%,500,32497,89400,37.81,30055,5.66,12.44
99,대우조선해양,30200,상승500,+1.68%,5000,32402,107291,3.79,206745,-1.86,-117.79
100,씨에스윈드,76100,하락1900,-2.44%,500,32092,42171,11.76,141944,-3308.70,-0.11
101,LG화학우,417500,하락12500,-2.91%,5000,32101,7689,65.60,48774,17.71,N/A
102,한국금융지주,57400,상승100,+0.17%,5000,31987,55726,38.44,27364,5.55,8.45
103,삼성증권,35000,상승250,+0.72%,5000,31255,89300,28.63,106598,7.40,6.88
104,NH투자증권,9420,0,0.00%,5000,31243,331666,12.34,76455,10.68,4.32
105,LS,96600,하락400,-0.41%,5000,31105,32200,13.63,90362,6.89,12.00
106,BGF리테일,179800,상승300,+0.17%,1000,31076,17284,34.09,2871,16.06,21.85
107,쌍용C&E,6110,0,0.00%,100,30786,503860,2.78,56988,24.06,7.87
108,한미사이언스,43950,하락750,-1.68%,500,30746,69957,0.72,48430,44.44,9.78
109,롯데에너지머티리얼즈,66400,하락1100,-1.63%,500,30618,46111,8.03,97527,69.89,3.58
110,롯데지주,29000,상승50,+0.17%,200,30424,104909,8.66,20825,17.97,2.42
111,한전기술,79200,상승2200,+2.86%,200,30270,38220,3.77,344038,168.51,3.40
112,현대미포조선,75600,상승1500,+2.02%,5000,30196,39942,20.52,105682,-67.74,-2.07
113,DB하이텍,66700,하락1400,-2.06%,5000,29614,44399,25.15,285662,5.31,40.73
114,TIGER 차이나전기차SOLACTIVE,11695,상승40,+0.34%,0,29612,253200,0.66,373916,N/A,N/A
115,한진칼,44100,상승450,+1.03%,2500,29442,66762,16.10,10660,4.34,33.64
116,GS리테일,27600,상승100,+0.36%,1000,28902,104718,8.99,18282,71.50,1.00
117,한화시스템,15100,상승260,+1.75%,5000,28527,188919,4.12,390489,-37.28,-3.63
118,키움증권,106900,하락500,-0.47%,5000,28029,26220,25.23,3327,6.12,11.50
119,이마트,99900,하락100,-0.10%,5000,27848,27876,31.43,16112,2.71,9.59
120,OCI,114900,하락400,-0.35%,5000,27403,23849,17.68,55171,3.11,25.21
121,KODEX 종합채권(AA-이상)액티브,105475,하락95,-0.09%,0,25835,24494,0.02,711,N/A,N/A
122,한국가스공사,27850,상승50,+0.18%,5000,25709,92313,8.28,30414,1.72,15.67
123,한솔케미칼,226000,하락3500,-1.53%,5000,25618,11335,40.68,6824,16.51,21.36
124,동원산업,51200,하락300,-0.58%,1000,25591,49983,2.73,2305,6.47,8.53
125,코스모화학,70400,상승600,+0.86%,1000,24646,35008,8.05,625302,210.15,6.13
126,서울가스,485000,하락500,-0.10%,5000,24250,5000,6.30,3603,137.16,1.70
127,KODEX 200선물인버스2X,2630,상승10,+0.38%,0,23744,902800,0.94,36595599,N/A,N/A
128,현대차우,97400,하락100,-0.10%,5000,23486,24113,59.95,4004,3.66,N/A
129,롯데쇼핑,82500,하락500,-0.60%,5000,23338,28289,11.80,5360,-7.19,-3.30
130,농심,379500,하락4000,-1.04%,5000,23084,6083,16.39,1179,19.88,5.17
131,HL만도,47950,상승100,+0.21%,1000,22516,46957,23.01,110052,22.91,4.78
132,에스디바이오센서,21550,상승400,+1.89%,500,22509,104452,14.84,84326,2.45,35.30
133,TIGER 미국나스닥100,77530,상승250,+0.32%,0,22453,28960,0.32,35804,N/A,N/A
134,제일기획,19320,하락80,-0.41%,200,22226,115041,32.73,44848,11.47,16.64
135,한화,29650,하락500,-1.66%,5000,22225,74959,17.33,198955,2.21,24.47
136,BNK금융지주,6790,상승40,+0.59%,5000,22131,325935,35.53,245638,2.73,8.43
137,휠라홀딩스,36350,상승600,+1.68%,1000,22083,60752,45.92,59862,6.42,19.71
138,두산퓨얼셀,33650,하락300,-0.88%,100,22039,65494,16.25,67892,715.96,0.74
139,한화생명,2475,상승5,+0.20%,5000,21496,868530,7.99,190698,2.93,9.05
140,신세계,216000,0,0.00%,5000,21266,9845,18.25,6984,5.24,10.34
141,에스원,55700,상승200,+0.36%,500,21166,37999,54.32,5899,14.01,10.19
142,대한전선,1695,상승6,+0.36%,100,21094,1244473,2.84,9223114,94.17,3.32
143,대성홀딩스,129800,하락400,-0.31%,1000,20884,16089,6.50,2733,576.89,0.76
144,KODEX 200TR,11370,하락10,-0.09%,0,20790,182850,1.60,6693,N/A,N/A
145,TIGER 200,33825,하락65,-0.19%,0,20752,61350,1.13,92231,N/A,N/A
146,삼천리,506000,하락1000,-0.20%,5000,20518,4055,15.13,9728,41.65,3.58
147,KODEX 레버리지,16425,하락70,-0.42%,0,20367,124000,2.36,2810232,N/A,N/A
148,영원무역,45150,상승400,+0.89%,500,20007,44311,30.35,11728,2.97,26.80
149,KCC,222000,하락500,-0.22%,5000,19728,8886,13.21,2070,58.25,0.67
150,LS ELECTRIC,65500,하락700,-1.06%,5000,19650,30000,13.94,56657,21.76,5.95
151,한미반도체,20000,하락350,-1.72%,100,19468,97339,5.71,550285,21.41,25.04
152,동서,19200,하락110,-0.57%,500,19142,99700,3.35,8305,11.40,11.33
153,GS건설,22100,상승250,+1.14%,5000,18914,85581,24.86,130412,5.58,7.18
154,효성첨단소재,417500,하락7000,-1.65%,5000,18704,4480,7.54,8050,14.92,19.11
155,TIGER 미국S&P500,13820,상승40,+0.29%,0,18657,135000,1.05,208435,N/A,N/A
156,CJ대한통운,79500,상승200,+0.25%,5000,18136,22812,16.33,7373,9.99,5.09
157,오뚜기,451000,상승1000,+0.22%,5000,18075,4008,11.42,298,6.17,16.53
158,효성티앤씨,416500,하락7000,-1.65%,5000,18025,4328,8.22,4154,155.53,0.88
159,LIG넥스원,81000,상승2800,+3.58%,5000,17820,22000,12.95,159600,14.50,14.48
160,대우건설,4235,상승20,+0.47%,5000,17602,415623,11.92,138383,3.49,14.55
161,현대두산인프라코어,8900,하락60,-0.67%,1000,17601,197763,16.25,455943,7.65,15.29
162,덴티움,159000,상승6000,+3.92%,500,17599,11069,24.13,77645,20.45,25.86
163,현대일렉트릭,48750,하락1350,-2.69%,5000,17573,36047,16.90,52510,10.81,22.13
164,JB금융지주,8880,상승20,+0.23%,5000,17492,196983,33.26,51487,2.91,13.76
165,한전KPS,38050,상승950,+2.56%,200,17122,45000,7.76,146826,17.09,8.61
166,LX세미콘,103300,하락2900,-2.73%,500,16801,16264,26.79,51594,7.19,26.70
167,현대위아,61500,하락800,-1.28%,5000,16725,27195,8.56,46584,25.57,1.99
168,두산,99900,상승1100,+1.11%,5000,16507,16524,8.32,22632,-3.07,-36.00
169,KG모빌리티,8760,0,0.00%,5000,16377,186956,24.60,0,-8.18,-12.10
170,솔루스첨단소재,45200,하락500,-1.09%,100,15870,35111,6.17,25469,-174.52,-2.68
171,TIGER 미국테크TOP10 INDXX,11000,상승20,+0.18%,0,15824,143850,0.40,179780,N/A,N/A
172,하이트진로,22500,상승300,+1.35%,5000,15780,70134,10.14,57588,18.43,7.72
173,롯데정밀화학,60700,하락600,-0.98%,5000,15661,25800,21.15,16559,10.71,6.51
174,TIGER 미국필라델피아반도체나스닥,10800,하락65,-0.60%,0,15557,144050,0.67,284799,N/A,N/A
175,녹십자,131100,상승1700,+1.31%,5000,15321,11687,21.73,9836,23.41,5.03
176,KODEX 23-12 은행채(AA+이상)액티브,10280,상승5,+0.05%,0,15275,148590,0.00,32360,N/A,N/A
177,에스엘,32700,하락300,-0.91%,500,15189,46449,12.85,26118,9.94,9.87
178,롯데칠성,162500,상승1300,+0.81%,500,15078,9279,12.20,5135,12.72,9.11
179,TIGER MSCI Korea TR,14185,하락5,-0.04%,0,14951,105400,0.00,127519,N/A,N/A
180,동원시스템즈,51000,하락1300,-2.49%,5000,14786,28991,13.30,54561,20.71,10.40
181,효성,68700,0,0.00%,5000,14476,21071,5.37,9031,92.46,0.60
182,현대엘리베이,34350,0,0.00%,5000,14020,40815,29.30,36368,17.89,6.89
183,후성,14720,하락170,-1.14%,500,13889,94352,2.81,547353,14.06,31.60
184,TIGER 2차전지테마,32755,하락215,-0.65%,0,13479,41150,0.94,494469,N/A,N/A
185,SK케미칼,77000,하락600,-0.77%,5000,13285,17254,14.79,7615,7.91,9.11
186,KG스틸,13270,하락170,-1.26%,5000,13271,100009,2.82,4951329,2.48,37.73
187,DL이앤씨,34050,상승100,+0.29%,5000,13175,38694,22.97,34451,3.54,9.70
188,금호타이어,4490,하락5,-0.11%,5000,12898,287260,4.39,104787,-16.33,-6.87
189,이수화학,45850,상승3350,+7.88%,5000,12819,27960,3.76,2530166,46.22,9.41
190,풍산,45450,상승350,+0.78%,5000,12737,28024,15.36,548634,7.27,9.94
191,삼아알미늄,86400,하락2600,-2.92%,500,12711,14712,36.52,74144,55.24,13.24
192,KODEX 삼성그룹,9400,하락10,-0.11%,0,12643,134500,0.14,11042,N/A,N/A
193,대웅제약,109100,하락400,-0.37%,2500,12641,11587,7.76,4516,29.92,7.17
194,동국제강,13090,하락120,-0.91%,5000,12492,95433,25.53,111125,3.02,14.21
195,KBSTAR 200,34020,하락65,-0.19%,0,12468,36650,0.01,19874,N/A,N/A
196,코오롱인더,45300,하락50,-0.11%,5000,12466,27519,18.74,14809,7.63,7.13
197,GKL,20150,0,0.00%,500,12464,61856,6.29,23983,-54.76,-5.94
198,LX인터내셔널,32050,상승300,+0.94%,5000,12423,38760,28.92,154114,2.41,25.53
199,현대백화점,53000,하락200,-0.38%,5000,12403,23402,22.65,8577,8.61,3.20
200,KODEX 단기채권PLUS,106405,상승20,+0.02%,0,12370,11625,0.00,41798,N/A,N/A
201,아이에스동서,39850,하락700,-1.73%,500,12311,30893,3.89,61674,6.29,14.84
202,KBSTAR 종합채권(A-이상)액티브,97820,하락155,-0.16%,0,12125,12395,0.00,4,N/A,N/A
203,한국앤컴퍼니,12610,하락100,-0.79%,500,11971,94935,9.06,11279,7.21,4.37
204,제주항공,15420,상승270,+1.78%,1000,11872,76994,3.76,181654,-5.48,-70.86
205,DGB금융지주,6990,하락30,-0.43%,5000,11823,169146,44.25,112173,2.94,7.38
206,KODEX 2차전지산업,31795,하락140,-0.44%,0,11669,36700,0.69,553774,N/A,N/A
207,SK네트웍스,4835,0,0.00%,2500,11400,235778,9.21,177103,13.89,3.88
208,한샘,48050,하락50,-0.10%,1000,11308,23534,13.12,2673,-15.85,-13.37
209,SK오션플랜트,21200,하락600,-2.75%,500,11286,53235,5.85,122412,40.46,6.73
210,KODEX Top5PlusTR,16360,하락15,-0.09%,0,11207,68500,12.41,923,N/A,N/A
211,영풍,608000,하락8000,-1.30%,5000,11200,1842,5.74,1048,3.05,9.96
212,HD현대건설기계,56700,하락200,-0.35%,5000,11170,19701,24.83,5897,10.02,7.99
213,한올바이오파마,21350,하락300,-1.39%,500,11153,52241,6.10,135757,4270.00,0.15
214,일진하이솔루스,30700,하락200,-0.65%,500,11148,36313,2.03,16523,158.25,2.27
215,TCC스틸,42850,하락1850,-4.14%,1000,11128,25969,2.26,315187,35.12,16.54
216,SK가스,120100,하락900,-0.74%,5000,11086,9230,5.24,425,4.31,11.53
217,대덕전자,22400,하락400,-1.75%,500,11069,49417,13.96,105752,6.27,23.94
218,DL,52400,하락100,-0.19%,5000,10981,20956,11.46,6185,19.55,1.52
219,솔루엠,21950,상승150,+0.69%,500,10976,50006,13.05,55930,23.20,16.93
220,TIGER TOP10,11075,하락35,-0.32%,0,10643,96100,12.18,8358,N/A,N/A
221,종근당,84600,하락900,-1.05%,2500,10633,12568,8.29,4429,13.13,13.62
222,코리안리,7540,상승60,+0.80%,500,10618,140823,29.74,9706,6.73,5.91
223,더존비즈온,34600,하락300,-0.86%,500,10512,30383,19.02,28128,45.71,5.15
224,오리온홀딩스,16770,하락160,-0.95%,500,10506,62645,6.84,14210,10.20,4.83
225,명신산업,19940,하락660,-3.20%,500,10463,52470,4.87,410734,12.20,25.18
226,대한유화,159900,하락1100,-0.68%,5000,10394,6500,6.04,6775,-6.97,-7.66
227,롯데웰푸드,108800,상승1300,+1.21%,500,10265,9435,13.24,5078,18.34,2.89
228,아시아나항공,13680,상승370,+2.78%,5000,10180,74412,7.40,273056,9.22,18.48
229,PI첨단소재,34500,하락250,-0.72%,500,10131,29366,5.98,20035,22.16,13.70
230,율촌화학,40750,하락750,-1.81%,500,10106,24800,8.83,19410,-244.01,-1.22
231,신풍제약,19040,하락290,-1.50%,500,10088,52985,5.73,77846,-29.70,-10.27
232,한국콜마,43900,하락900,-2.01%,500,10045,22881,26.81,32511,-45.68,-3.26
233,NHN,27650,상승150,+0.55%,500,9959,36017,13.13,3231,-31.82,-1.82
234,TIGER 단기통안채,103190,상승25,+0.02%,0,9928,9621,1.47,41354,N/A,N/A
235,SK리츠,5020,상승10,+0.20%,500,9867,196554,6.10,16511,264.21,0.43
236,롯데렌탈,26650,하락50,-0.19%,5000,9763,36634,3.57,8040,10.34,7.48
237,F&F홀딩스,24650,하락200,-0.80%,500,9642,39114,0.52,20646,7.29,6.64
238,코스맥스,84700,하락1000,-1.17%,500,9613,11350,25.65,21425,46.11,3.65
239,TKG휴켐스,23250,하락100,-0.43%,1000,9504,40879,6.61,31865,11.62,11.37
240,하나투어,58200,하락300,-0.51%,500,9335,16039,6.91,14323,-13.32,-64.01
241,다우기술,20800,하락50,-0.24%,500,9332,44867,24.20,9909,2.50,17.36
242,진에어,17360,상승210,+1.22%,1000,9062,52200,2.34,148884,-18.33,-35.07
243,세아베스틸지주,25150,상승100,+0.40%,5000,9019,35862,11.42,34628,9.91,4.91
244,KODEX 코스닥150선물인버스,3975,상승60,+1.53%,0,8999,226400,1.69,23763523,N/A,N/A
245,세방,46600,하락550,-1.17%,500,8998,19309,12.26,22633,10.17,11.12
246,롯데리츠,3690,하락5,-0.14%,500,8966,242969,9.86,16226,63.62,1.25
247,삼양식품,118300,하락1100,-0.92%,5000,8912,7533,9.27,3798,11.17,18.92
248,한일시멘트,12860,상승50,+0.39%,500,8907,69262,2.46,7575,11.30,5.59
249,KODEX 인버스,4575,상승10,+0.22%,0,8876,194000,2.83,5163503,N/A,N/A
250,KODEX 코스닥150레버리지,11540,하락360,-3.03%,0,8805,76300,1.59,3714604,N/A,N/A
251,롯데관광개발,11930,하락180,-1.49%,500,8800,73763,4.89,139273,-3.80,-154.22
252,대웅,15030,하락220,-1.44%,500,8739,58142,5.20,16164,8.52,13.17
253,영원무역홀딩스,63900,하락500,-0.78%,500,8713,13636,18.39,824,1.98,23.98
254,제이알글로벌리츠,4405,하락15,-0.34%,1000,8694,197376,9.87,37778,46.37,2.04
255,애경케미칼,17860,하락1040,-5.50%,500,8689,48649,1.15,297610,14.45,8.47
256,LG전자우,50400,상승450,+0.90%,5000,8662,17186,40.08,14039,7.62,N/A
257,더블유게임즈,47000,상승200,+0.43%,500,8636,18375,12.11,4686,-6.53,-16.82
258,이엔플러스,13880,하락690,-4.74%,500,8410,60591,0.69,2294018,-21.69,-53.00
259,넥센타이어,8610,하락170,-1.94%,500,8409,97668,4.97,9617,-32.25,-1.74
260,KG케미칼,60300,하락400,-0.66%,5000,8361,13866,7.57,648430,2.75,47.97
261,ESR켄달스퀘어리츠,3860,하락40,-1.03%,1000,8225,213089,50.50,9793,64.33,1.39
262,미원상사,169000,상승100,+0.06%,500,8196,4850,2.63,66,11.62,22.64
263,제주은행,25250,하락1550,-5.78%,5000,8113,32129,2.20,450672,35.56,4.40
264,해성디에스,47450,하락600,-1.25%,5000,8066,17000,15.22,31969,5.06,42.99
265,태광산업,724000,하락3000,-0.41%,5000,8061,1113,4.97,57,2.36,8.52
266,이노션,39900,하락50,-0.13%,500,7980,20000,31.45,3624,11.30,8.46
267,KODEX 단기채권,105780,상승10,+0.01%,0,7962,7527,0.42,145776,N/A,N/A
268,HDC현대산업개발,12000,하락10,-0.08%,5000,7909,65907,7.55,46142,15.71,1.75
269,세방전지,55100,하락900,-1.61%,500,7714,14000,22.50,17039,18.01,3.58
270,TIGER 200 IT,30870,하락140,-0.45%,0,7680,24880,0.09,4120,N/A,N/A
271,녹십자홀딩스,16100,하락60,-0.37%,500,7572,47028,6.26,10044,24.28,3.18
272,신세계인터내셔날,20950,0,0.00%,1000,7479,35700,5.18,12724,6.32,15.29
273,DN오토모티브,74300,하락700,-0.93%,500,7426,9994,1.77,2171,4.11,22.81
274,CJ CGV,15460,하락240,-1.53%,500,7378,47726,5.59,29072,-4.07,-55.24
275,SNT모티브,50100,상승150,+0.30%,5000,7326,14623,18.69,5638,8.37,10.08
276,티웨이항공,3725,상승185,+5.23%,500,7242,194414,1.04,2590137,-5.61,-222.35
277,KCC글라스,45000,하락50,-0.11%,1000,7187,15971,8.05,7919,7.65,6.64
278,케이카,14930,하락160,-1.06%,500,7179,48087,5.72,45764,23.66,11.65
279,효성중공업,76600,하락1200,-1.54%,5000,7143,9325,10.60,23483,69.89,1.07
280,KODEX 자동차,19035,하락95,-0.50%,0,7129,37450,0.07,27808,N/A,N/A
281,미원에스씨,138900,상승600,+0.43%,500,7084,5100,0.47,215,10.93,18.38
282,자화전자,32600,하락400,-1.21%,500,7069,21684,5.05,107648,-16.44,-11.90
283,프레스티지바이오파마,11710,하락210,-1.76%,0,7037,60096,63.23,30561,-4.83,-32.84
284,한세실업,17550,상승130,+0.75%,500,7020,40000,10.71,48767,8.20,17.10
285,SBS,38200,하락200,-0.52%,5000,6972,18253,0.00,8382,4.57,20.64
286,대한해운,2180,0,0.00%,500,6958,319177,6.44,189828,4.41,11.21
287,대신증권,13410,상승40,+0.30%,5000,6809,50773,11.76,6385,10.04,4.38
288,삼성 인버스 2X 천연가스 선물 ETN C,67295,상승6495,+10.68%,0,6730,10000,0.00,21474,N/A,N/A
289,우리종금,763,하락5,-0.65%,500,6670,874203,2.57,98645,7.27,14.40
290,대상,19210,하락80,-0.41%,1000,6656,34648,10.24,10048,8.33,6.57
291,삼양홀딩스,77300,하락400,-0.51%,5000,6620,8564,8.10,4323,9.65,4.01
292,한국단자,63400,0,0.00%,500,6603,10415,21.62,4548,13.56,5.69
293,바이오노트,6440,상승30,+0.47%,500,6561,101876,1.05,66207,1.97,21.48
294,LX홀딩스,8600,하락20,-0.23%,1000,6560,76281,9.78,20060,3.93,N/A
295,SPC삼립,75700,하락300,-0.39%,5000,6532,8629,3.01,3128,12.27,14.70
296,DI동일,24950,하락1000,-3.85%,500,6497,26041,2.10,83400,12.07,9.37
297,SK디스커버리,34050,하락300,-0.87%,5000,6482,19038,9.59,5416,1.62,16.34
298,KODEX MSCI Korea TR,11310,하락5,-0.04%,0,6435,56900,1.16,521,N/A,N/A
299,드림텍,9480,하락130,-1.35%,100,6394,67446,24.24,109149,9.79,17.24
300,이아이디,3740,상승565,+17.80%,200,6333,169322,2.88,66538037,-3.63,-47.66
301,보령,9170,상승40,+0.44%,500,6299,68690,6.31,272363,15.03,8.47
302,한섬,25350,하락300,-1.17%,500,6244,24630,25.58,3614,5.08,9.56
